,RSIOverbought,RSIOversold,TSIOverbought,TSIOversold,LowBollinger,HighBollinger,GoldenCross,ChandelierExit,0,1,2
380,False,False,False,False,False,False,False,False,0,0,1
381,True,False,False,False,False,False,False,False,0,0,1
382,True,False,False,False,False,False,False,False,0,0,1
383,True,False,False,False,False,False,False,False,0,0,1
384,True,False,False,False,False,False,False,False,0,0,1
385,True,False,False,False,False,False,False,False,0,0,1
386,True,False,False,False,False,False,False,False,0,0,1
387,True,False,False,False,False,False,False,False,0,0,1
388,False,False,False,False,False,False,False,False,0,0,1
389,False,False,False,False,False,False,False,False,0,0,1
390,False,False,False,False,False,False,False,False,0,0,1
391,False,False,False,False,False,False,False,False,0,0,1
392,False,False,False,False,True,False,False,True,0,0,1
393,False,False,False,False,True,False,False,True,0,0,1
394,False,False,False,False,False,False,False,True,0,0,1
395,False,False,False,False,False,False,False,True,0,0,1
396,False,False,False,False,False,False,False,True,0,0,1
397,False,False,False,False,False,False,False,True,0,0,1
398,False,True,False,False,False,False,False,True,0,0,1
399,False,True,False,False,False,False,False,True,0,0,1
400,False,True,False,False,False,False,False,True,0,0,1
401,False,True,False,False,False,False,False,True,0,0,1
402,False,True,False,False,False,False,False,True,0,0,1
403,False,True,False,False,False,False,False,True,0,0,1
404,False,True,False,False,False,False,False,True,0,0,1
405,False,True,False,True,False,False,False,True,0,0,1
406,False,True,False,True,False,False,False,True,0,0,1
407,False,False,False,True,False,False,False,True,0,0,1
408,False,True,False,True,False,False,False,True,0,0,1
409,False,True,False,True,False,False,False,True,0,0,1
410,False,True,False,True,False,False,False,True,0,0,1
411,False,True,False,True,False,False,False,True,0,0,1
412,False,True,False,True,False,False,False,True,0,0,1
413,False,True,False,True,False,False,False,True,0,0,1
414,False,True,False,True,False,False,False,True,0,0,1
415,False,False,False,True,False,False,False,False,0,0,1
416,False,False,False,True,False,False,False,False,0,0,1
417,False,False,False,True,False,False,False,False,0,0,1
418,False,False,False,True,False,False,False,False,0,0,1
419,False,False,False,True,False,False,False,True,0,0,1
420,False,False,False,True,False,False,False,False,0,0,1
421,False,False,False,True,False,False,False,True,0,0,1
422,False,True,False,True,True,False,False,True,0,0,1
423,False,False,False,True,False,False,False,True,0,0,1
424,False,False,False,True,False,False,False,False,0,0,1
425,False,False,False,True,False,False,False,False,0,0,1
426,False,False,False,True,False,False,False,True,0,0,1
427,False,True,False,True,False,False,False,True,0,0,1
428,False,False,False,True,False,False,False,True,0,0,1
429,False,True,False,True,False,False,False,True,0,0,1
430,False,True,False,True,False,False,False,True,0,0,1
431,False,True,False,True,False,False,False,True,0,0,1
432,False,True,False,True,False,False,False,False,0,0,1
433,False,True,False,True,False,False,False,True,0,0,1
434,False,True,False,True,False,False,False,True,0,0,1
435,False,True,False,True,False,False,False,True,0,0,1
436,False,True,False,True,False,False,False,True,0,0,1
437,False,True,False,True,False,False,False,True,0,0,1
438,False,True,False,True,False,False,False,False,0,0,1
439,False,False,False,True,False,False,False,False,0,0,1
440,False,False,False,True,False,False,False,False,0,0,1
441,False,False,False,True,False,False,False,False,0,0,1
442,False,False,False,True,False,False,False,False,0,0,1
443,False,False,False,True,False,False,False,False,0,0,1
444,False,False,False,False,False,False,False,False,0,0,1
445,False,False,False,False,False,False,False,False,0,0,1
446,False,False,False,False,False,True,False,False,0,0,1
447,True,False,False,False,False,True,False,False,0,0,1
448,True,False,False,False,False,False,False,False,0,0,1
449,True,False,False,False,False,False,False,False,0,0,1
450,False,False,False,False,False,False,False,False,0,0,1
451,True,False,False,False,False,False,False,False,0,0,1
452,True,False,False,False,False,False,False,False,0,0,1
453,False,False,False,False,False,False,False,False,0,0,1
454,False,False,False,False,False,False,False,False,0,0,1
455,False,False,False,False,False,False,False,False,0,0,1
456,False,False,False,False,False,False,False,True,0,0,1
457,False,False,False,False,False,False,False,True,0,0,1
458,False,False,False,False,False,False,False,True,0,0,1
459,False,False,False,False,False,False,False,True,0,0,1
460,False,False,False,False,False,False,False,True,0,0,1
461,False,False,False,False,False,False,False,True,0,0,1
462,False,False,False,False,False,False,False,True,0,0,1
463,False,False,False,False,False,False,False,True,0,0,1
464,False,False,False,False,False,False,False,True,0,0,1
465,False,False,False,False,False,False,False,True,0,0,1
466,False,True,False,False,False,False,False,False,0,0,1
467,False,False,False,False,False,False,False,False,0,0,1
468,False,False,False,False,False,True,False,False,0,0,1
469,False,False,False,False,False,False,False,False,0,0,1
470,False,False,False,False,False,False,False,False,0,0,1
471,True,False,False,False,False,False,False,False,0,0,1
472,False,False,False,False,False,False,False,False,0,0,1
473,False,False,False,False,False,False,False,False,0,0,1
474,True,False,False,False,False,False,False,False,0,0,1
475,True,False,False,False,False,True,False,False,0,0,1
476,True,False,False,False,False,True,False,False,0,0,1
477,True,False,False,False,False,False,False,False,0,0,1
478,True,False,False,False,False,False,False,False,0,0,1
479,True,False,True,False,False,False,False,False,0,0,1
480,False,False,False,False,False,False,False,False,0,0,1
481,True,False,True,False,False,False,False,False,0,0,1
482,False,False,True,False,False,False,False,False,0,0,1
483,False,False,True,False,False,False,False,False,0,0,1
484,False,False,True,False,False,False,False,False,0,0,1
485,False,False,True,False,False,False,False,False,0,0,1
486,True,False,True,False,False,False,False,False,0,0,1
487,False,False,True,False,False,False,False,False,0,0,1
488,False,False,False,False,False,False,False,False,0,0,1
489,False,False,False,False,False,False,False,False,0,0,1
490,False,False,False,False,False,False,False,False,0,0,1
491,False,False,False,False,False,False,False,False,0,0,1
492,False,False,False,False,False,False,False,False,0,0,1
493,False,False,False,False,False,False,False,False,0,0,1
494,False,False,False,False,False,False,False,True,0,0,1
495,False,True,False,False,False,False,False,True,0,0,1
496,False,False,False,False,False,False,False,False,0,0,1
497,False,False,False,False,False,False,False,False,0,0,1
498,False,False,False,False,False,False,False,False,0,0,1
499,False,False,False,False,False,False,False,False,0,0,1
500,False,False,False,False,False,False,False,False,0,0,1
501,False,False,False,False,False,False,False,False,0,0,1
502,False,False,False,False,False,False,False,False,0,0,1
503,False,False,False,False,False,False,False,False,0,0,1
504,False,False,False,False,False,False,False,False,0,0,1
505,False,False,False,False,False,False,False,False,0,0,1
506,False,False,False,False,False,False,False,False,0,0,1
507,False,False,False,False,False,False,False,False,0,0,1
508,False,False,False,False,False,False,False,True,0,0,1
509,False,False,False,False,False,False,False,True,0,0,1
510,False,False,False,False,True,False,False,True,0,0,1
511,False,False,False,False,False,False,False,True,0,0,1
512,False,False,False,False,False,False,False,True,0,0,1
513,False,False,False,False,False,False,False,False,0,0,1
514,False,False,False,False,False,False,False,False,0,0,1
515,False,False,False,False,False,True,False,False,0,0,1
516,False,False,False,False,False,True,False,False,0,0,1
517,False,False,False,False,False,True,False,False,0,0,1
518,False,False,False,False,False,False,False,False,0,0,1
519,False,False,False,False,False,False,False,False,0,0,1
520,False,False,False,False,False,False,False,False,0,0,1
521,False,False,False,False,False,False,False,False,0,0,1
522,False,False,False,False,False,False,False,False,0,0,1
523,False,False,False,False,False,False,False,True,0,0,1
524,False,False,False,False,False,False,False,True,0,0,1
525,False,False,False,False,False,False,False,True,0,0,1
526,False,False,False,False,False,False,True,False,0,0,1
527,False,False,False,False,False,False,True,False,0,0,1
528,False,False,False,False,False,False,True,False,0,0,1
529,False,False,False,False,False,False,True,False,0,0,1
530,False,False,False,False,False,False,True,False,0,0,1
531,False,False,False,False,False,False,True,False,0,0,1
532,False,False,False,False,False,False,True,False,0,0,1
533,False,False,False,False,False,False,True,False,0,0,1
534,False,False,False,False,False,False,True,False,0,0,1
535,False,False,False,False,False,False,True,False,0,0,1
536,False,False,False,False,False,False,True,False,0,0,1
537,True,False,False,False,False,False,True,False,0,0,1
538,True,False,False,False,False,False,True,False,0,0,1
539,True,False,False,False,False,False,True,False,0,0,1
540,True,False,False,False,False,True,True,False,0,0,1
541,True,False,False,False,False,True,True,False,0,0,1
542,True,False,False,False,False,False,True,False,0,0,1
543,True,False,False,False,False,False,True,False,0,0,1
544,False,False,False,False,False,False,True,False,0,0,1
545,True,False,False,False,False,False,True,False,0,0,1
546,True,False,True,False,False,False,True,False,0,0,1
547,True,False,True,False,False,False,True,False,0,0,1
548,False,False,False,False,False,False,True,False,0,0,1
549,False,False,False,False,False,False,True,False,0,0,1
550,False,False,False,False,False,False,True,False,0,0,1
551,False,False,False,False,False,False,True,False,0,0,1
552,False,False,False,False,False,False,True,False,0,0,1
553,False,False,False,False,False,False,True,False,0,0,1
554,False,False,False,False,False,False,True,False,0,0,1
555,False,False,False,False,False,False,True,False,0,0,1
556,False,False,False,False,False,False,True,False,0,0,1
557,False,False,False,False,False,False,True,False,0,0,1
558,False,False,False,False,False,False,True,False,0,0,1
559,False,False,False,False,False,False,True,False,0,0,1
560,False,False,False,False,False,False,True,False,0,0,1
561,False,False,False,False,False,False,True,False,0,0,1
562,False,False,False,False,False,False,True,False,0,0,1
563,False,False,False,False,False,False,True,False,0,0,1
564,False,False,False,False,False,False,True,False,0,0,1
565,False,False,False,False,False,False,True,False,0,0,1
566,False,False,False,False,False,False,True,False,0,0,1
567,False,False,False,False,False,False,True,False,0,0,1
568,False,True,False,False,True,False,True,True,0,1,0
569,False,True,False,False,False,False,True,False,0,0,1
570,False,False,False,False,False,False,True,False,0,0,1
571,False,False,False,False,False,False,True,False,0,0,1
572,False,False,False,False,False,False,True,False,0,0,1
573,False,False,False,False,False,False,True,False,0,0,1
574,False,False,False,False,False,False,True,False,0,0,1
575,False,False,False,False,False,False,True,False,0,0,1
576,False,False,False,False,False,False,True,False,0,0,1
