,RSIOverbought,RSIOversold,TSIOverbought,TSIOversold,LowBollinger,HighBollinger,GoldenCross,ChandelierExit
441,False,False,False,True,False,False,False,False
442,False,False,False,True,False,False,False,False
443,False,False,False,True,False,False,False,False
444,False,False,False,False,False,False,False,False
445,False,False,False,False,False,False,False,False
446,False,False,False,False,False,True,False,False
447,True,False,False,False,False,True,False,False
448,True,False,False,False,False,False,False,False
449,True,False,False,False,False,False,False,False
450,False,False,False,False,False,False,False,False
451,True,False,False,False,False,False,False,False
452,True,False,False,False,False,False,False,False
453,False,False,False,False,False,False,False,False
454,False,False,False,False,False,False,False,False
455,False,False,False,False,False,False,False,False
456,False,False,False,False,False,False,False,True
457,False,False,False,False,False,False,False,True
458,False,False,False,False,False,False,False,True
459,False,False,False,False,False,False,False,True
460,False,False,False,False,False,False,False,True
461,False,False,False,False,False,False,False,True
462,False,False,False,False,False,False,False,True
463,False,False,False,False,False,False,False,True
464,False,False,False,False,False,False,False,True
465,False,False,False,False,False,False,False,True
466,False,True,False,False,False,False,False,False
467,False,False,False,False,False,False,False,False
468,False,False,False,False,False,True,False,False
469,False,False,False,False,False,False,False,False
470,False,False,False,False,False,False,False,False
471,True,False,False,False,False,False,False,False
472,False,False,False,False,False,False,False,False
473,False,False,False,False,False,False,False,False
474,True,False,False,False,False,False,False,False
475,True,False,False,False,False,True,False,False
476,True,False,False,False,False,True,False,False
477,True,False,False,False,False,False,False,False
478,True,False,False,False,False,False,False,False
479,True,False,True,False,False,False,False,False
480,False,False,False,False,False,False,False,False
481,True,False,True,False,False,False,False,False
482,False,False,True,False,False,False,False,False
483,False,False,True,False,False,False,False,False
484,False,False,True,False,False,False,False,False
485,False,False,True,False,False,False,False,False
486,True,False,True,False,False,False,False,False
487,False,False,True,False,False,False,False,False
488,False,False,False,False,False,False,False,False
489,False,False,False,False,False,False,False,False
490,False,False,False,False,False,False,False,False
491,False,False,False,False,False,False,False,False
492,False,False,False,False,False,False,False,False
493,False,False,False,False,False,False,False,False
494,False,False,False,False,False,False,False,True
495,False,True,False,False,False,False,False,True
496,False,False,False,False,False,False,False,False
497,False,False,False,False,False,False,False,False
498,False,False,False,False,False,False,False,False
499,False,False,False,False,False,False,False,False
500,False,False,False,False,False,False,False,False
501,False,False,False,False,False,False,False,False
502,False,False,False,False,False,False,False,False
503,False,False,False,False,False,False,False,False
504,False,False,False,False,False,False,False,False
505,False,False,False,False,False,False,False,False
506,False,False,False,False,False,False,False,False
507,False,False,False,False,False,False,False,False
508,False,False,False,False,False,False,False,True
509,False,False,False,False,False,False,False,True
510,False,False,False,False,True,False,False,True
511,False,False,False,False,False,False,False,True
512,False,False,False,False,False,False,False,True
513,False,False,False,False,False,False,False,False
514,False,False,False,False,False,False,False,False
515,False,False,False,False,False,True,False,False
516,False,False,False,False,False,True,False,False
517,False,False,False,False,False,True,False,False
518,False,False,False,False,False,False,False,False
519,False,False,False,False,False,False,False,False
520,False,False,False,False,False,False,False,False
521,False,False,False,False,False,False,False,False
522,False,False,False,False,False,False,False,False
523,False,False,False,False,False,False,False,True
524,False,False,False,False,False,False,False,True
525,False,False,False,False,False,False,False,True
526,False,False,False,False,False,False,True,False
527,False,False,False,False,False,False,True,False
528,False,False,False,False,False,False,True,False
529,False,False,False,False,False,False,True,False
530,False,False,False,False,False,False,True,False
531,False,False,False,False,False,False,True,False
532,False,False,False,False,False,False,True,False
533,False,False,False,False,False,False,True,False
534,False,False,False,False,False,False,True,False
535,False,False,False,False,False,False,True,False
536,False,False,False,False,False,False,True,False
537,True,False,False,False,False,False,True,False
538,True,False,False,False,False,False,True,False
539,True,False,False,False,False,False,True,False
540,True,False,False,False,False,True,True,False
541,True,False,False,False,False,True,True,False
542,True,False,False,False,False,False,True,False
543,True,False,False,False,False,False,True,False
544,False,False,False,False,False,False,True,False
545,True,False,False,False,False,False,True,False
546,True,False,True,False,False,False,True,False
547,True,False,True,False,False,False,True,False
548,False,False,False,False,False,False,True,False
549,False,False,False,False,False,False,True,False
550,False,False,False,False,False,False,True,False
551,False,False,False,False,False,False,True,False
552,False,False,False,False,False,False,True,False
553,False,False,False,False,False,False,True,False
554,False,False,False,False,False,False,True,False
555,False,False,False,False,False,False,True,False
556,False,False,False,False,False,False,True,False
557,False,False,False,False,False,False,True,False
558,False,False,False,False,False,False,True,False
559,False,False,False,False,False,False,True,False
560,False,False,False,False,False,False,True,False
561,False,False,False,False,False,False,True,False
562,False,False,False,False,False,False,True,False
563,False,False,False,False,False,False,True,False
564,False,False,False,False,False,False,True,False
565,False,False,False,False,False,False,True,False
566,False,False,False,False,False,False,True,False
567,False,False,False,False,False,False,True,False
568,False,True,False,False,True,False,True,True
569,False,True,False,False,False,False,True,False
570,False,False,False,False,False,False,True,False
571,False,False,False,False,False,False,True,False
572,False,False,False,False,False,False,True,False
573,False,False,False,False,False,False,True,False
574,False,False,False,False,False,False,True,False
575,False,False,False,False,False,False,True,False
576,False,False,False,False,False,False,True,False
577,True,False,False,False,False,True,True,False
578,True,False,False,False,False,True,True,False
579,False,False,False,False,False,True,True,False
580,False,False,False,False,False,False,True,False
581,False,False,False,False,False,False,True,False
582,True,False,False,False,False,False,True,False
583,True,False,False,False,False,False,True,False
584,False,False,False,False,False,False,True,False
585,False,False,False,False,False,False,True,False
586,False,False,False,False,False,False,True,False
587,True,False,False,False,False,False,True,False
588,True,False,False,False,False,False,True,False
589,False,False,False,False,False,False,True,False
590,True,False,False,False,False,False,True,False
591,False,False,False,False,False,True,True,False
592,True,False,True,False,False,True,True,False
593,False,False,True,False,False,False,True,False
594,True,False,True,False,False,False,True,False
595,False,False,True,False,False,False,True,False
596,False,False,True,False,False,False,True,False
597,False,False,True,False,False,False,True,False
598,True,False,True,False,False,False,True,False
599,True,False,True,False,False,False,True,False
600,False,False,True,False,False,False,True,False
601,False,False,True,False,False,False,True,False
602,False,False,True,False,False,False,True,False
603,False,False,False,False,False,False,True,False
604,False,False,False,False,False,False,True,False
605,False,False,False,False,False,False,True,False
606,False,True,False,False,False,False,True,False
607,False,False,False,False,False,False,True,False
608,False,False,False,False,False,False,True,False
609,False,True,False,False,False,False,True,True
610,False,False,False,False,False,False,True,True
611,False,False,False,False,False,False,True,True
612,False,True,False,False,False,False,True,False
613,False,True,False,False,False,False,True,True
614,False,False,False,False,False,False,True,False
615,False,False,False,False,False,False,True,False
616,False,False,False,False,False,False,True,False
617,False,False,False,False,False,False,True,False
618,False,False,False,False,False,False,True,False
619,False,False,False,False,False,False,True,False
620,False,False,False,False,True,False,True,True
621,False,False,False,False,True,False,True,False
622,False,False,False,False,False,False,True,False
623,False,False,False,False,False,False,True,False
624,False,False,False,False,True,False,True,True
625,False,False,False,False,True,False,True,True
626,False,False,False,False,False,False,True,True
627,False,False,False,False,False,False,True,True
628,False,False,False,False,False,False,True,True
629,False,False,False,False,False,False,True,False
630,False,False,False,False,False,False,True,False
631,False,False,False,False,False,False,True,False
632,False,False,False,False,False,False,True,False
633,False,False,False,False,False,False,True,False
634,False,False,False,False,False,False,True,False
635,False,False,False,False,False,False,True,False
636,False,False,False,False,False,False,True,False
637,False,False,False,False,False,False,True,False
638,False,False,False,False,False,False,True,False
639,False,False,False,False,False,False,True,False
640,False,False,False,False,False,False,True,False
641,False,False,False,False,True,False,True,True
642,False,False,False,False,False,False,True,True
643,False,False,False,False,False,False,True,False
644,False,False,False,False,False,False,True,False
645,False,False,False,False,False,False,True,False
646,False,False,False,False,False,False,True,False
647,False,False,False,False,False,False,True,False
648,False,True,False,False,False,False,True,True
649,False,False,False,False,False,False,True,False
650,False,False,False,False,False,False,True,False
651,False,False,False,False,False,False,True,False
652,False,False,False,False,False,False,True,False
653,False,False,False,False,False,False,True,False
654,False,False,False,False,False,False,True,False
655,False,False,False,False,False,False,True,False
656,False,False,False,False,False,False,True,False
657,False,False,False,False,False,False,True,False
658,False,False,False,False,False,False,True,False
659,False,False,False,False,False,True,True,False
660,False,False,False,False,False,False,True,False
661,False,False,False,False,False,False,True,False
662,False,False,False,False,False,False,True,False
663,False,False,False,False,False,False,True,False
664,False,False,False,False,False,False,True,False
665,False,False,False,False,False,False,True,False
666,False,False,False,False,False,False,True,False
667,False,False,False,False,False,False,True,False
668,False,False,False,False,False,False,True,False
669,False,False,False,False,False,False,True,False
670,False,False,False,False,False,False,True,False
671,False,False,False,False,False,False,True,False
672,False,False,False,False,False,True,True,False
673,False,False,False,False,False,True,True,False
674,False,False,False,False,False,True,True,False
675,False,False,False,False,False,False,True,False
676,False,False,False,False,False,False,True,False
677,False,False,False,False,False,False,True,False
678,True,False,False,False,False,False,True,False
679,True,False,False,False,False,False,True,False
680,False,False,False,False,False,False,True,False
681,False,False,False,False,False,False,True,False
682,False,False,False,False,False,False,True,False
683,False,False,False,False,False,False,True,False
684,False,False,False,False,False,False,True,False
685,False,False,False,False,False,False,True,False
686,False,False,False,False,False,False,True,False
687,False,False,False,False,False,False,True,False
688,False,False,False,False,False,False,True,False
689,False,False,False,False,False,False,True,False
690,False,False,False,False,False,False,True,False
691,False,False,False,False,False,False,True,False
692,False,False,False,False,False,False,True,False
693,False,False,False,False,False,False,True,False
694,False,False,False,False,False,False,True,False
695,False,False,False,False,False,False,True,False
696,False,False,False,False,False,True,True,False
697,True,False,False,False,False,True,True,False
698,True,False,False,False,False,False,True,False
699,False,False,False,False,False,True,True,False
700,False,False,False,False,False,False,True,False
701,True,False,False,False,False,False,True,False
702,True,False,False,False,False,False,True,False
703,True,False,True,False,False,False,True,False
704,True,False,True,False,False,False,True,False
705,True,False,True,False,False,False,True,False
706,True,False,True,False,False,False,True,False
707,False,False,False,False,False,False,True,False
708,False,False,False,False,False,False,True,False
709,False,False,False,False,False,False,True,False
710,False,False,False,False,False,False,True,False
711,False,False,False,False,False,False,True,False
712,False,False,False,False,False,False,True,False
713,False,False,False,False,False,False,True,True
714,False,False,False,False,False,False,True,False
715,False,False,False,False,False,False,True,False
716,False,False,False,False,False,False,True,False
717,False,False,False,False,False,False,True,True
718,False,False,False,False,False,False,True,False
719,False,False,False,False,False,True,True,False
720,False,False,False,False,False,True,True,False
721,True,False,False,False,False,True,True,False
722,True,False,True,False,False,True,True,False
723,False,False,True,False,False,False,True,False
724,False,False,True,False,False,True,True,False
725,False,False,True,False,False,True,True,False
726,True,False,True,False,False,True,True,False
727,True,False,True,False,False,False,True,False
728,True,False,True,False,False,False,True,False
729,True,False,True,False,False,False,True,False
730,False,False,True,False,False,False,True,False
731,True,False,True,False,False,False,True,False
732,False,False,True,False,False,False,True,False
733,False,False,True,False,False,False,True,False
734,False,False,True,False,False,False,True,False
735,False,False,True,False,False,False,True,False
736,False,False,False,False,False,False,True,True
737,False,False,False,False,False,False,True,False
738,False,False,False,False,False,False,True,False
739,False,False,False,False,False,False,True,False
740,False,False,False,False,False,False,True,True
741,False,False,False,False,False,False,True,False
742,False,False,False,False,False,False,True,False
743,False,False,False,False,False,False,True,True
744,False,False,False,False,False,False,True,True
745,False,True,False,False,False,False,True,False
746,False,False,False,False,False,False,True,False
747,False,False,False,False,False,False,True,False
748,False,True,False,False,True,False,True,True
749,False,True,False,False,True,False,True,True
750,False,False,False,False,True,False,True,True
751,False,True,False,False,True,False,True,True
752,False,False,False,False,False,False,True,True
753,False,False,False,False,False,False,True,False
754,False,False,False,False,False,False,True,False
755,False,False,False,False,False,False,True,False
756,False,False,False,False,False,False,True,False
757,False,False,False,False,False,False,True,False
758,False,False,False,False,False,False,True,False
759,False,False,False,False,False,False,True,False
760,False,False,False,False,False,False,True,False
761,False,False,False,False,False,False,True,False
762,False,False,False,False,False,False,True,False
763,False,False,False,False,False,False,True,False
764,False,False,False,False,False,False,True,False
765,False,False,False,False,False,False,True,False
766,False,False,False,False,False,False,True,False
767,False,False,False,False,False,False,True,False
768,False,False,False,False,False,False,True,False
769,False,False,False,False,False,False,True,False
770,False,False,False,False,False,False,True,False
